id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
INTLST12,INTL ST,12,School of Social Sciences,Global Political Ideologies,Lower Division (1-99),[],"[4, 4]","An overview of the major political ideologies shaping the current world order and global conflict. Topics include liberalism, democracy, nationalism, capitalism, communism, socialism, fascism, neoliberalism, clash of civilizations, sectarian violence, populist nationalism, and de-globalization.",International Studies,"['dasmith', 'yalbulus', 'cpharri1', 'bmpetrov']",,[],,"['INTL ST 151B', 'POL SCI 146B', 'REL STD 115']",,,,"POL SCI 44B, SOC SCI 12.",International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Spring', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Spring', '2022 Winter', '2022 Spring', '2022 Fall']"
INTLST122,INTL ST,122,School of Social Sciences,Nuclear Environments,Upper Division (100-199),[],"[4, 4]","Understanding the impact of the nuclear age on the environment and human health through interrelated developments of nuclear power and nuclear weapons. The early years of weapon development, catastrophic environmental pollution, perils of nuclear power in the U.S. and Russia.",International Studies,[],,[],,[],,,,"SOCECOL E127, PUBHLTH 168.",,,,['GE VIII: International/Global Issues'],(VIII),"['2020 Summer1', '2020 Summer10wk', '2020 Fall', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Spring', '2022 Fall']"
INTLST124A,INTL ST,124A,School of Social Sciences,Introduction to the Comparative Study of Legal Cultures,Upper Division (100-199),[],"[4, 4]",Traces the anthropological and comparative cultural study of law from the nineteenth century to the present; briefly surveys the diversity of recorded legal cultures and critically examines key concepts which have been used to describe and classify them.,International Studies,['lcabatin'],,[],,[],,,,CRM/LAW C102.,"Criminology, Law and Society Majors have first consideration for enrollment. SocEcol-Urban & Regional Plan Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment.",,,[],,"['2019 Winter', '2022 Spring']"
INTLST13,INTL ST,13,School of Social Sciences,Global Economy,Lower Division (1-99),[],"[4, 4]",Acquaints students with the fundamental patterns of the global economy. Emphasizes the historical roots and political implications of economic choices.,International Studies,"['atoukan', 'gsarraf', 'mrgarfin', 'nagg', 'fmilani', 'nilopas', 'sskaperd']",,[],,['ECON 20B'],,,,ECON 13.,Business Economics Majors have first consideration for enrollment. Economics Majors have first consideration for enrollment. Quantitative Economics Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
INTLST130,INTL ST,130,School of Social Sciences,Transnational Gangs,Upper Division (100-199),[],"[4, 4]","Examines the internationalization of U.S. domestic street gangs.  The relationship between California gangs Mara Salvatrucha and 18th Street and Mexico/Central American gangs is assessed.  Specified topics include:  mobilization, migration, territorialism, culture, organization, and use of technology.",International Studies,['ajvaldez'],,[],,[],,,,IS 130.,,,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk']"
INTLST14,INTL ST,14,School of Social Sciences,Introduction to International Relations,Lower Division (1-99),[],"[4, 4]",Analysis of political relations between and among nations with emphasis on explanations of conflict and cooperation. The role of ideologies and their relation to international problems are also examined.,International Studies,"['jwl', 'hhardt', 'eklockwo', 'clynch', 'bmpetrov', 'kamal', 'esolinge', 'rmuriu']",,[],,[],,,,POL SCI 41A.,Political Science Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Winter', '2019 Spring', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
INTLST141B,INTL ST,141B,School of Social Sciences,Homeland Security,Upper Division (100-199),[],"[4, 4]","Examines the 9/11 origins of the concept of homeland security; assess the evolution, structure, and operations of the Department of Homeland Security; critically examines the evolution of threat assessment to the U.S. and the utilization of risk management methodologies.",International Studies,['cdserese'],,[],,[],,,,POL SCI 143G.,,,,[],,"['2019 Fall', '2020 Fall', '2022 Spring']"
INTLST143A,INTL ST,143A,School of Social Sciences,Vietnam War,Upper Division (100-199),[],"[4, 4]",Examines social structures and social changes in Vietnamese and U.S. societies through the study of the Vietnam War.,International Studies,[],,[],,[],,,,SOCIOL 170A.,,,,[],,['2019 Winter']
INTLST145A,INTL ST,145A,School of Social Sciences,International Law,Upper Division (100-199),[],"[4, 4]","Examination of the origin, changing structure, application of international law, and the role of legal norms in regulating the behavior of states and maintaining international order.",International Studies,[],"{""AND"":[""POL SCI 71A""]}",['POL SCI 71A'], POL SCI 71A,[],,,,POL SCI 172A.,,,,['GE VIII: International/Global Issues'],(VIII),"['2019 Spring', '2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring', '2021 Fall', '2022 Spring']"
INTLST146,INTL ST,146,School of Social Sciences,Global Indigeneity,Upper Division (100-199),[],"[4, 4]","Situates the interdisciplinary fields of Native American and Indigenous Studies within a transnational context, focusing on the global dimensions of Indigeneity informing local histories, politics, and experiences. Examines settler colonialism, sovereignty, and the enduring legacies of colonialism as global phenomena.",International Studies,[],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,['2022 Fall']
INTLST147CW,INTL ST,147CW,School of Social Sciences,International Humanitarianism,Upper Division (100-199),[],"[4, 4]","Examines, analyzes, and evaluates the humanitarian phenomenon, the actors involved in it (including states, international organizations (IOs), and nongovernmental organizations (NGOs)), the rise of a body of international humanitarian law, and the problems and debates associated with international humanitarianism today.",International Studies,['clynch'],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,POL SCI 147CW.,,,,['GE Ib: Upper Division Writing'],(Ib),"['2020 Spring', '2021 Spring', '2022 Winter']"
INTLST148W,INTL ST,148W,School of Social Sciences,Global Futures,Upper Division (100-199),[],"[4, 4]","Develops critical insights into our collective future as it reflects different perspectives of the world. Topics include techno-orientalism, afro-futurism, feminist futures, indigenous cosmology, and environmental concerns.",International Studies,['longb'],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,['GE Ib: Upper Division Writing'],(Ib),"['2020 Fall', '2021 Winter']"
INTLST15,INTL ST,15,School of Social Sciences,Global Political Economy,Lower Division (1-99),[],"[4, 4]","The global economy as an integrated system. The rise of world trade, capitalism, national economies, market cycles, competing economic ideologies, development, globalization, transnational labor, multinational corporations, and the role of UN, World Bank, WTO, and the IMF in global governance.",International Studies,['golivei1'],,[],,[],,,,SOC SCI 15.,International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Fall', '2020 Spring', '2020 Fall', '2021 Winter', '2022 Winter', '2022 Spring']"
INTLST150,INTL ST,150,School of Social Sciences,Racism and Global Apartheid,Upper Division (100-199),[],"[4, 4]","The concept of race has been used to draw a global color line dividing rich from poor, developed from developing, first from third worlds. Racism is used to justify slavery, colonialism, imperialism, eugenics, genocide, and extreme inequalities produced by globalization.",International Studies,"['edarian', 'longb']",,[],,[],,,,,International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,[],,['2020 Winter']
INTLST151B,INTL ST,151B,School of Social Sciences,Religion and World Politics,Upper Division (100-199),[],"[4, 4]","Examines the relationship between religion and world politics historically and today, focusing on connections with peace/war, democracy, human rights, secularism(s), and globalization. Covers major debates, scholarship, concepts, and theories through class exercises, exams, and essays.",International Studies,['clynch'],"{""OR"":[""INTL ST 11"",""INTL ST 12"",""REL STD 5A"",""REL STD 5B"",""REL STD 5C"",""POL SCI 41A""]}","['POL SCI 41A', 'INTL ST 11', 'INTL ST 12', 'REL STD 5A', 'REL STD 5B', 'REL STD 5C']", POL SCI 41A or INTL ST 11 or INTL ST 12 or REL STD 5A or REL STD 5B or REL STD 5C,[],,,,"POL SCI 146B, REL STD 115.",,,,[],,"['2019 Summer1', '2019 Summer10wk', '2021 Winter', '2021 Summer1', '2021 Summer10wk', '2022 Winter']"
INTLST152A,INTL ST,152A,School of Social Sciences,Non-Government Organization (NGO) Fundamentals,Upper Division (100-199),[],"[4, 4]","Introduction to non-governmental organizations, including their role in U.S. society and the international community. Explores varying definitions of NGOs and the characteristics held in common by all NGOs.",International Studies,[],,[],,[],,,,SOC SCI 152A.,,,,[],,['2019 Fall']
INTLST153F,INTL ST,153F,School of Social Sciences,Militarism and Gender,Upper Division (100-199),[],"[4, 4]","Examination of feminist approaches to militarism, war, and political violence; drawing on representations of women as both victims of and participants in military violence; effects of militarism on formations of gender; effects of military industrial complex on nationalism and identity.",International Studies,[],,[],,[],,,,GEN&SEX 167A.,,,,[],,['2020 Winter']
INTLST154W,INTL ST,154W,School of Social Sciences,Ethics and Justice in International Affairs,Upper Division (100-199),[],"[4, 4]","Analyzes choices regarding the use of force, resolving conflict, and promoting human rights and social justice. Special attention is given to the American experience as a principal case study of ethics and statecraft.",International Studies,['bmpetrov'],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,Upper-division students only. International Studies Majors have first consideration for enrollment.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring']"
INTLST155,INTL ST,155,School of Social Sciences,Racial Capitalism,Upper Division (100-199),[],"[4, 4]","Explores the historical relationship between racism and capitalism. Social movements such as Black Lives Matter highlight the contemporary political economy of racial capitalism, and the relationship between domestic policing and international militarization as twin sides of global racial hegemony.",International Studies,['mprosper'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,['2022 Winter']
INTLST157C,INTL ST,157C,School of Social Sciences,Comparing European and US Societies,Upper Division (100-199),[],"[4, 4]","Society, culture, institutions of U.S. and European countries. Fertility to football, guns to government, work to welfare, health to housework. Cross-national approaches for understanding the world and thinking critically about taken-for-granted practices. Policies the U.S. might borrow for social issues.",International Studies,[],,[],,[],,,,SOCIOL 157C.,,,,[],,[]
